ID,model,repeat,premise,hypothesis,error,baseline_KB,additive_verbs_KB,all_verbs_KB,context_pos_KB,additive_pos_KB,fixed_reference_column,fixed_reference_KB
281271503.jpg#4r1e,anthropic/claude-haiku-4.5,1,A man in a bright yellow shirt juggles while riding a unicycle.,Man performs a juggling act on a unicycle.,,"isa_wn(juggle, juggling act)","isa_wn(juggle, juggling act); isa_wn(juggle, juggle act)","isa_wn(juggle, juggle act)","isa_wn(juggle, juggling act)","isa_wn(juggle, juggling act)",Stefan_KB,NO_RELATION
2829,anthropic/claude-haiku-4.5,1,The lady is penciling on eyeshadow,The woman is penciling on eyeshadow,,"isa_wn(lady, woman)","isa_wn(lady, woman)","isa_wn(lady, woman)","isa_wn(lady, woman)","isa_wn(lady, woman)",Stefan_KB,"(lady, woman)"
2843629756.jpg#0r1e,anthropic/claude-haiku-4.5,1,A man wearing shorts and a blue t-shirt is applying signage to the display window of an ice cream shop.,A man is putting a sign in the window.,,"isa_wn(apply, put); isa_wn(signage, sign)","isa_wn(apply, put); isa_wn(signage, sign)","isa_wn(apply, put); isa_wn(signage, sign)","isa_wn(apply, put); isa_wn(signage, sign)","isa_wn(apply, put); isa_wn(signage, sign)",Lasha_KB,"(apply, put); (signage, sign)"
2853682342.jpg#1r1e,anthropic/claude-haiku-4.5,1,"A man in a blue shirt, jumping down a hill in a park.",a man is wearing blue,,"isa_wn(blue shirt, blue clothing)","isa_wn(blue shirt, blue clothing); isa_wn(blue shirt, blue clothe)","isa_wn(blue shirt, blue clothe)","isa_wn(blue shirt, blue clothing)","isa_wn(blue shirt, blue clothing)",Lasha_KB,NO_RELATION
2864340145.jpg#2r1e,anthropic/claude-haiku-4.5,1,A black dog walking through water.,The water has a black dog walking through it.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
288406480.jpg#0r1e,anthropic/claude-haiku-4.5,1,A baby wearing yellow is pretending to be a doctor while inside a stroller.,A baby is role playing as a professional,,"isa_wn(pretend, role play); isa_wn(doctor, professional)","isa_wn(pretend, role play); isa_wn(doctor, professional)","isa_wn(pretend, role play); isa_wn(doctor, professional)","isa_wn(pretend, role play); isa_wn(doctor, professional)","isa_wn(pretend, role play); isa_wn(doctor, professional)",Stefan_KB,"(doctor, professional); (pretend, role play)"
2898,anthropic/claude-haiku-4.5,1,The man is lifting barbells,The man is lifting weights,,"isa_wn(barbell, weight)","isa_wn(barbell, weight)","isa_wn(barbell, weight)","isa_wn(barbell, weight)","isa_wn(barbell, weight)",Lasha_KB,"(barbell, weight)"
2971285079.jpg#2r1e,anthropic/claude-haiku-4.5,1,A girl wearing makeup playing a bass.,A girl is musical.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,NO_RELATION
303607405.jpg#4r3e,anthropic/claude-haiku-4.5,1,a dog shakes dry.,A dog is wet.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
3036894037.jpg#1r1e,anthropic/claude-haiku-4.5,1,Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs.,Two soldiers carry weapons.,,"isa_wn(commando, soldier); isa_wn(gun, weapon); isa_wn(with, carry)","isa_wn(commando, soldier); isa_wn(gun, weapon); isa_wn(with, carry)","isa_wn(commando, soldier); isa_wn(gun, weapon); isa_wn(with, carry)","isa_wn(commando, soldier); isa_wn(gun, weapon); isa_wn(with, carry)","isa_wn(commando, soldier); isa_wn(gun, weapon); isa_wn(with, carry)",Lasha_KB,"(commando, soldier); (gun, weapon)"
3040999637.jpg#4r1e,anthropic/claude-haiku-4.5,1,A man uses stereo equipment.,A man is using some audio equipment.,,"isa_wn(stereo equipment, audio equipment)","isa_wn(stereo equipment, audio equipment)","isa_wn(stereo equipment, audio equipment)","isa_wn(stereo equipment, audio equipment)","isa_wn(stereo equipment, audio equipment)",Stefan_KB,"(stereo equipment, audio equipment)"
3046190891.jpg#2r1e,anthropic/claude-haiku-4.5,1,A surfer is performing a jumping stunt in the ocean.,A person in the water.,,"isa_wn(surfer, person); isa_wn(ocean, water)","isa_wn(surfer, person); isa_wn(ocean, water)","isa_wn(surfer, person); isa_wn(ocean, water)","isa_wn(surfer, person); isa_wn(ocean, water)","isa_wn(surfer, person); isa_wn(ocean, water)",Stefan_KB,"(ocean, water); (surfer, person)"
3047788420.jpg#0r1e,anthropic/claude-haiku-4.5,1,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,,"isa_wn(lady, person)","isa_wn(lady, person)","isa_wn(lady, person)","isa_wn(lady, person)","isa_wn(lady, person)",Lasha_KB,"(lady, person)"
3054989420.jpg#0r1e,anthropic/claude-haiku-4.5,1,Two children throw dead leaves into the air around them.,The children are outside.,,"isa_wn(throw dead leaf into air, be outside)","isa_wn(throw dead leaf into air, be outside)","isa_wn(throw dead leaf into air, be outside)","isa_wn(throw dead leaf into air, be outside)","isa_wn(throw dead leaf into air, be outside)",Stefan_KB,NO_RELATION
3064443326.jpg#2r1e,anthropic/claude-haiku-4.5,1,Riot police are standing in the background while a young man with a red scarf covering his face is walking.,there are police,,"isa_wn(riot police, police)","isa_wn(riot police, police)","isa_wn(riot police, police)","isa_wn(riot police, police)","isa_wn(riot police, police)",Lasha_KB,NO_RELATION
3072611047.jpg#1r1e,anthropic/claude-haiku-4.5,1,Two children are diving side by side into a river.,Two humans are about to enter a river.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(child, human)"
3091403322.jpg#2r1e,anthropic/claude-haiku-4.5,1,A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.,,"isa_wn(drum, musical instrument)","isa_wn(drum, musical instrument)","isa_wn(drum, musical instrument)","isa_wn(drum, musical instrument)","isa_wn(drum, musical instrument)",Stefan_KB,"(drum, musical instrument)"
3091921457.jpg#2r1e,anthropic/claude-haiku-4.5,1,Several children are standing in a house looking out the window.,kids stare out the window,,"isa_wn(child, kid); isa_wn(look out, stare out)","isa_wn(child, kid); isa_wn(look out, stare out)","isa_wn(child, kid); isa_wn(look out, stare out)","isa_wn(child, kid); isa_wn(look out, stare out)","isa_wn(child, kid); isa_wn(look out, stare out)",Lasha_KB,"(child, kid); (look out, stare out)"
3101378069.jpg#4r1e,anthropic/claude-haiku-4.5,1,A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.,,"isa_wn(lady, woman); isa_wn(canoe, small boat); isa_wn(filled with, loaded with)","isa_wn(lady, woman); isa_wn(canoe, small boat); isa_wn(filled with, loaded with); isa_wn(fill with, load with)","isa_wn(lady, woman); isa_wn(canoe, small boat); isa_wn(fill with, load with)","isa_wn(lady, woman); isa_wn(canoe, small boat); isa_wn(fill with, load with)","isa_wn(lady, woman); isa_wn(canoe, small boat); isa_wn(filled with, loaded with); isa_wn(fill with, load with)",Stefan_KB,"(canoe, small boat); (lady, woman); (thing, item); (filled, loaded)"
3106022785.jpg#0r1e,anthropic/claude-haiku-4.5,1,"A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.,,"isa_wn(woman dressed as Dorothy from the Wizard of Oz, somebody depicted wearing costume from movie)","isa_wn(woman dressed as Dorothy from the Wizard of Oz, somebody depicted wearing costume from movie); isa_wn(woman dress as dorothy from the wizard of oz, somebody depict wear costume from movie)","isa_wn(woman dress as dorothy from the wizard of oz, somebody depict wear costume from movie)","isa_wn(woman dressed as Dorothy from the Wizard of Oz, somebody depicted wearing costume from movie)","isa_wn(woman dressed as Dorothy from the Wizard of Oz, somebody depicted wearing costume from movie)",Jorryt_KB,NO_RELATION
311,anthropic/claude-haiku-4.5,1,A group of people is near the ocean,A crowd of people is near the water,,"isa_wn(group, crowd); isa_wn(ocean, water)","isa_wn(group, crowd); isa_wn(ocean, water)","isa_wn(group, crowd); isa_wn(ocean, water)","isa_wn(group, crowd); isa_wn(ocean, water)","isa_wn(group, crowd); isa_wn(ocean, water)",Lasha_KB,"(group, crowd); (ocean, water)"
3115354165.jpg#4r1e,anthropic/claude-haiku-4.5,1,a skateboarder ollies.,Someone is on a board with four wheels.,,"isa_wn(skateboarder, someone); isa_wn(ollie, be on board with four wheel); isa_wn(skateboard, board with four wheel)","isa_wn(skateboarder, someone); isa_wn(ollie, be on board with four wheel); isa_wn(skateboard, board with four wheel)","isa_wn(skateboarder, someone); isa_wn(ollie, be on board with four wheel); isa_wn(skateboard, board with four wheel)","isa_wn(skateboarder, someone); isa_wn(ollie, be on board with four wheel); isa_wn(skateboard, board with four wheel)","isa_wn(skateboarder, someone); isa_wn(ollie, be on board with four wheel); isa_wn(skateboard, board with four wheel)",Stefan_KB,"(skateboarder, someone)"
3122,anthropic/claude-haiku-4.5,1,A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid,,"isa_wn(eye liner, cosmetics)","isa_wn(eye liner, cosmetics)","isa_wn(eye liner, cosmetics)","isa_wn(eye liner, cosmetic)","isa_wn(eye liner, cosmetics); isa_wn(eye liner, cosmetic)",Stefan_KB,"(eye liner, cosmetic)"
312691128.jpg#1r1e,anthropic/claude-haiku-4.5,1,A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.,,"isa_wn(man, male); isa_wn(pancake, food); isa_wn(flip, cook)","isa_wn(man, male); isa_wn(pancake, food); isa_wn(flip, cook)","isa_wn(man, male); isa_wn(pancake, food); isa_wn(flip, cook)","isa_wn(man, male); isa_wn(pancake, food); isa_wn(flip, cook)","isa_wn(man, male); isa_wn(pancake, food); isa_wn(flip, cook)",Ettore_KB,"(flip, cook); (pancake, food); (man, male)"
3134092148.jpg#3r2e,anthropic/claude-haiku-4.5,1,A man surfing a wave.,A man catches a wave.,,"isa_wn(surf, catch)","isa_wn(surf, catch)","isa_wn(surf, catch)","isa_wn(surf, catch)","isa_wn(surf, catch)",Stefan_KB,NO_RELATION
3168293517.jpg#2r1e,anthropic/claude-haiku-4.5,1,A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.,,"isa_wn(little boy, boy)","isa_wn(little boy, boy)","isa_wn(little boy, boy)","isa_wn(little boy, boy)","isa_wn(little boy, boy)",Stefan_KB,NO_RELATION
3181701312.jpg#2r1e,anthropic/claude-haiku-4.5,1,A man takes a nap on the sidewalk in a busy city.,Someone is asleep on a sidewalk.,,"isa_wn(man, someone); isa_wn(nap, asleep)","isa_wn(man, someone); isa_wn(nap, asleep)","isa_wn(man, someone); isa_wn(nap, asleep)","isa_wn(man, someone); isa_wn(nap, asleep)","isa_wn(man, someone); isa_wn(nap, asleep)",Stefan_KB,"(man, someone)"
3182517887.jpg#1r1e,anthropic/claude-haiku-4.5,1,A man with a tattoo is wearing sunglasses while holding a small boy.,There is a man with body art who is holding a young person.,,"isa_wn(tattoo, body art); isa_wn(small boy, young person)","isa_wn(tattoo, body art); isa_wn(small boy, young person)","isa_wn(tattoo, body art); isa_wn(small boy, young person)","isa_wn(tattoo, body art); isa_wn(small boy, young person)","isa_wn(tattoo, body art); isa_wn(small boy, young person)",Stefan_KB,"(small boy, young person); (tattoo, body art)"
320199844.jpg#0r1e,anthropic/claude-haiku-4.5,1,A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.,The man is wearing a costume.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
3208032657.jpg#2r1e,anthropic/claude-haiku-4.5,1,A person powerwashing stairs leading down to a pool.,a person washes stairs,,"isa_wn(powerwash, wash)","isa_wn(powerwash, wash)","isa_wn(powerwash, wash)","isa_wn(powerwash, wash)","isa_wn(powerwash, wash)",Lasha_KB,"(powerwash, wash)"
3228793611.jpg#4r1e,anthropic/claude-haiku-4.5,1,Dog digs in sand,A dog is playing,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
3232994074.jpg#4r1e,anthropic/claude-haiku-4.5,1,A man and child working on a puzzle.,An adult and a kid are engaged in an activity.,,"isa_wn(man, adult); isa_wn(child, kid); isa_wn(puzzle, activity)","isa_wn(man, adult); isa_wn(child, kid); isa_wn(puzzle, activity)","isa_wn(man, adult); isa_wn(child, kid); isa_wn(puzzle, activity)","isa_wn(man, adult); isa_wn(child, kid); isa_wn(puzzle, activity)","isa_wn(man, adult); isa_wn(child, kid); isa_wn(puzzle, activity)",Stefan_KB,"(man, adult); (child, kid)"
3246724744.jpg#0r1e,anthropic/claude-haiku-4.5,1,A young woman wearing a black shirt and black shorts jumps in the air at the beach.,A women in black at the beach.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
3250,anthropic/claude-haiku-4.5,1,A woman is placing two eggs into a pot of water,A woman is putting two eggs into a pot of water,,"isa_wn(place, put)","isa_wn(place, put)","isa_wn(place, put)","isa_wn(place, put)","isa_wn(place, put)",Stefan_KB,"(place, put)"
3256433677.jpg#2r1n,anthropic/claude-haiku-4.5,1,"A woman, in a green shirt, preparing to run on a treadmill.",A woman is getting a workout.,,"isa_wn(prepare to run on treadmill, get workout)","isa_wn(prepare to run on treadmill, get workout)","isa_wn(prepare to run on treadmill, get workout)","isa_wn(prepare to run on treadmill, get workout)","isa_wn(prepare to run on treadmill, get workout)",Stefan_KB,NO_RELATION
326456451.jpg#4r1e,anthropic/claude-haiku-4.5,1,A rottweiler running.,An animal is running.,,"isa_wn(rottweiler, animal)","isa_wn(rottweiler, animal)","isa_wn(rottweiler, animal)","isa_wn(rottweiler, animal)","isa_wn(rottweiler, animal)",Stefan_KB,"(rottweiler, animal)"
3375549004.jpg#4r1e,anthropic/claude-haiku-4.5,1,Men walk in line carrying things.,"While carrying their load, the men walked one behind the other.",,"isa_wn(walk in line, walk one behind the other); isa_wn(thing, load)","isa_wn(walk in line, walk one behind the other); isa_wn(thing, load)","isa_wn(walk in line, walk one behind the other); isa_wn(thing, load)","isa_wn(walk in line, walk one behind the other); isa_wn(thing, load)","isa_wn(walk in line, walk one behind the other); isa_wn(thing, load)",Stefan_KB,NO_RELATION
3383037991.jpg#3r1e,anthropic/claude-haiku-4.5,1,A dog looks content sitting on a bed after ripping up some paper,a dog sitting on a bed after ripping up paper.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,NO_RELATION
342289865.jpg#1r1e,anthropic/claude-haiku-4.5,1,Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.,,"isa_wn(man, person); isa_wn(button up shirt, casual clothing); isa_wn(blue jeans, casual clothing); isa_wn(make laugh, cause merry)","isa_wn(man, person); isa_wn(button up shirt, casual clothing); isa_wn(blue jeans, casual clothing); isa_wn(make laugh, cause merry); isa_wn(button up shirt, casual clothe); isa_wn(blue jeans, casual clothe)","isa_wn(man, person); isa_wn(button up shirt, casual clothe); isa_wn(blue jeans, casual clothe); isa_wn(make laugh, cause merry)","isa_wn(man, person); isa_wn(button up shirt, casual clothing); isa_wn(blue jean, casual clothing); isa_wn(make laugh, cause merry)","isa_wn(man, person); isa_wn(button up shirt, casual clothing); isa_wn(blue jeans, casual clothing); isa_wn(make laugh, cause merry); isa_wn(blue jean, casual clothing)",Lasha_KB,"(blue jeans, casual clothing); (checkered button up shirt, casual clothing); (man, person)"
3424908564.jpg#1r1e,anthropic/claude-haiku-4.5,1,A woman with red-hair and wearing a black tank top and short jeans shorts appears to be yelling.,A woman with red-hair screams.,,"isa_wn(yell, scream)","isa_wn(yell, scream)","isa_wn(yell, scream)","isa_wn(yell, scream)","isa_wn(yell, scream)",Stefan_KB,"(yell, scream)"
3426144752.jpg#0r1e,anthropic/claude-haiku-4.5,1,The blond-haired and blue eyed child holds the wooden airplane in his hands.,A child is playing with a toy airplane.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
3426724811.jpg#4r1e,anthropic/claude-haiku-4.5,1,Several men in protective suits are rolling a man on a gurnee.,A man is on a gurney,,"isa_wn(gurnee, gurney)","isa_wn(gurnee, gurney)","isa_wn(gurnee, gurney)","isa_wn(gurnee, gurney)","isa_wn(gurnee, gurney)",Stefan_KB,"(gurnee, gurney)"
3432730942.jpg#0r1e,anthropic/claude-haiku-4.5,1,Two people look at two red motorcycles in a place where there are religious murals on the wall.,The two people are looking at motorcycles.,,"isa_wn(red motorcycle, motorcycle)","isa_wn(red motorcycle, motorcycle)","isa_wn(red motorcycle, motorcycle)","isa_wn(red motorcycle, motorcycle)","isa_wn(red motorcycle, motorcycle)",Lasha_KB,NO_RELATION
3440104178.jpg#4r1e,anthropic/claude-haiku-4.5,1,A dog with big ears holds a ball in his mouth.,The dog has big ears.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
3447155358.jpg#3r1e,anthropic/claude-haiku-4.5,1,A little girl in a red flowered dress with a tennis racket.,A little girl in red.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
3455964125.jpg#0r1e,anthropic/claude-haiku-4.5,1,"A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air.",,"isa_wn(woman, female); isa_wn(ride, moving vehicle); isa_wn(wave, wave hand left to right)","isa_wn(woman, female); isa_wn(ride, moving vehicle); isa_wn(wave, wave hand left to right); isa_wn(ride, move vehicle); isa_wn(wave, wave hand leave to right)","isa_wn(woman, female); isa_wn(ride, move vehicle); isa_wn(wave, wave hand leave to right)","isa_wn(woman, female); isa_wn(ride, move vehicle); isa_wn(wave, wave hand left to right)","isa_wn(woman, female); isa_wn(ride, moving vehicle); isa_wn(wave, wave hand left to right); isa_wn(ride, move vehicle)",Lasha_KB,"(ride, moving vehicle); (woman, female)"
